Structure,Molecule name,CAS,SMILES,ID_DB_source,,ID_DB maestra,ID_concatenada,DB source,DB subsource,Risk assessment class,Human eco,Species ,Exposure route,Standard value,LD50,LD50 units,MM (g/mol),Operación,pLD50,,Reference DB source,URL,,ToxVal_ID,Chemical_ID
,Chloroacetic acid,79-11-8,OC(CCl)=O,DTXSID4020901,,2067,2067_HPVIS,HPVIS,-,acute,human health,rat,oral,=,277.5,mg/kg,94.4968,0.0029,2.5322,,"Posting dates of document from HPV Challenge website from which data have been entered into the HPVIS: 22nd December, 2006.Reference:Kurcatov, Vasileva (1976): Fiziol. Akt. Veshchestva 8, 55-58.",https://chemview.epa.gov/chemview/,,176132,ToxVal00045_2a9c1596566a4a64
,"Disodium 4,4'-dinitro-2,2'-stilbenedisulfonate",3709-43-1,[O-][N+](c1cc(S([O-])(=O)=O)c(C=Cc(ccc([N+]([O-])=O)c2)c2S([O-])(=O)=O)cc1)=O.[Na+].[Na+],DTXSID7027542,,2068,2068_HPVIS,HPVIS,-,acute,human health,rat,oral,>,16000,mg/kg,474.334,0.0337,1.4720,,"Data extracted from the robust summary received by CBIC January 9, 2006 and posted to the HPV Challenge Program website February 8, 2006.",https://chemview.epa.gov/chemview/,,176133,ToxVal00045_c2b059f319a82719
,"Fuel oil, pyrolysis",69013-21-4,,DTXSID4028965,,2069,2069_HPVIS,HPVIS,-,acute,not specified,-,-,>,2000,mg/kg,,#¡DIV/0!,#¡DIV/0!,,"Category Summary Report for High Benzene Naphthas Category, Olefins Panel of the American Chemistry Council, December 10, 2004.",https://chemview.epa.gov/chemview/,,176134,ToxVal00045_86991b8222c0d297
,"1,3,4-Thiadiazole, 2,5-bis(tert-nonyldithio)-",89347-09-1,,DTXSID9029063,,2070,2070_HPVIS,HPVIS,-,acute,human health,rat,oral,>,10000,mg/kg,,#¡DIV/0!,#¡DIV/0!,,"Unpublished confidential business information.Data extracted from initial and revised robust summaries posted to the HPV Challenge Program website Aug. 21, 2003 and Feb. 2, 2007, respectively.",https://chemview.epa.gov/chemview/,,176135,ToxVal00045_68d4c546dcf03871
,"N,N-Diethylhydroxylamine",3710-84-7,CCN(CC)O,DTXSID2027543,,2071,2071_HPVIS,HPVIS,-,acute,human health,rabbit,dermal,=,1300,mg/kg,89.1373,0.0146,1.8361,,"Pennwalt Corporation. DIETHYLHYDROXYLAMINE. Acute dermal toxicity in rabbits. Pharmacology Research. Study No. 2697. 15 January 1980.Data entered in the HPVIS was extracted from the robust summary document posted on the HPV Challenge Program website: February 9, 2006.",https://chemview.epa.gov/chemview/,,176136,ToxVal00045_cb029bfe20b8eded
,Chloroacetic acid,79-11-8,OC(CCl)=O,DTXSID4020901,,2072,2072_HPVIS,HPVIS,-,acute,human health,rat,injection,=,154,mg/kg,94.4968,0.0016,2.7879,,"Posting dates of document from HPV Challenge website from which data have been entered into the HPVIS: 22nd Decembr, 2006.Reference:Bakishev (1978): Russian Pharmacol. Toxicol. 41, 113-116.",https://chemview.epa.gov/chemview/,,176137,ToxVal00045_2a9c1596566a4a64
,"Distillates, petroleum, light thermal cracked, debutanized arom.",68955-29-3,,DTXSID8028921,,2073,2073_HPVIS,HPVIS,-,acute,not specified,-,-,>,2000,mg/kg,,#¡DIV/0!,#¡DIV/0!,,"Category Summary Report for High Benzene Naphthas Category, Olefins Panel of the American Chemistry Council, December 10, 2004.",https://chemview.epa.gov/chemview/,,176138,ToxVal00045_3f5b11e6c5737f18
,"Disodium 4,4'-bis-(2-sulfostyryl)biphenyl",13863-31-5,OS(c1c(C=Cc(cc2)ccc2-c2ccc(C=Cc(cccc3)c3S(O)(=O)=O)cc2)cccc1)(=O)=O.[Na].[Na],DTXSID2027757,,2074,2074_HPVIS,HPVIS,-,acute,human health,rat,oral,=,654,mg/kg,564.589,0.0012,2.9362,,"Industrial Bio-Test Laboratories Inc (1971). Acute oral (intragastric) toxicity studies with four samples in newborn albino rats. Report No. A1647 to Ciba-Geigy Corporation dated June 13, 1972 (unpublished study).HPV Challenge Program Website posting date of robust summary/IUCLID document from which data were entered into HPVIS: February 8, 2006. Document received by CBIC: January 5, 2006. IUCLID print date and date of last update: Aug. 8, 2005.",https://chemview.epa.gov/chemview/,,176140,ToxVal00045_24fcf12b2b2667a7
,Nonylphenolphosphite(3:1),26523-78-4,CCCCCCCCCc(cc1)ccc1OP(Oc1ccc(CCCCCCCCC)cc1)Oc1ccc(CCCCCCCCC)cc1,DTXSID8027903,,2075,2075_HPVIS,HPVIS,-,acute,human health,rabbit,dermal,>,2000,mg/kg,689.014,0.0029,2.5372,,"Tay, C.H. (2001a). Unpublished report no. 01-4176-G1 entitled ""Acutedermal toxicity study"", dated December 4, 2001 for General ElectricCompany from Toxikon Corporation, Bedford, MA.",https://chemview.epa.gov/chemview/,,176145,ToxVal00045_0f7c93b354e3e5db
,Chloroacetic acid,79-11-8,OC(CCl)=O,DTXSID4020901,,2076,2076_HPVIS,HPVIS,-,acute,human health,mouse,oral,=,300,mg/kg,94.4968,0.0032,2.4983,,"Posting dates of document from HPV Challenge website from which data have been entered into the HPVIS: 22nd December, 2006.Reference:Berardi, Snyder (1983): Pharmacologist 25, 228.",https://chemview.epa.gov/chemview/,,176147,ToxVal00045_2a9c1596566a4a64
,Chloroacetic acid,79-11-8,OC(CCl)=O,DTXSID4020901,,2077,2077_HPVIS,HPVIS,-,acute,human health,rat,dermal,=,305,mg/kg,94.4968,0.0032,2.4911,,"Posting dates of document from HPV Challenge website from which data have been entered into the HPVIS: 22nd December, 2006.Reference:Hoechst AG (1979): unpublished study (Report No. 79.0234).",https://chemview.epa.gov/chemview/,,176148,ToxVal00045_2a9c1596566a4a64
,Chloroacetic acid,79-11-8,OC(CCl)=O,DTXSID4020901,,2078,2078_HPVIS,HPVIS,-,acute,human health,rat,subcutaneous,=,5,mg/kg,94.4968,0.0001,4.2764,,"Posting dates of document from HPV Challenge website from which data have been entered into the HPVIS: 22nd December, 2006.Reference:Hayes et al. (1972): Toxicol. Appl. Pharmacol. 22, 303.",https://chemview.epa.gov/chemview/,,176149,ToxVal00045_2a9c1596566a4a64
,Nonylphenolphosphite(3:1),26523-78-4,CCCCCCCCCc(cc1)ccc1OP(Oc1ccc(CCCCCCCCC)cc1)Oc1ccc(CCCCCCCCC)cc1,DTXSID8027903,,2079,2079_HPVIS,HPVIS,-,acute,human health,rat,oral,=,19500,mg/kg,689.014,0.0283,1.5482,,"Miller LC, Tainter ML, Proc. Soc. Exptl. Biol. And Med., 57, 261 (1944).Unpublished report (1957) entitled Toxicological studies with TNPP: (d)Acute Oral LD50; (e) Subacute Feeding Tests, conducted by Food and DrugResearch Laboratories for Naugatuck Chemical Corporation (Division ofU.S. Rubber Company).",https://chemview.epa.gov/chemview/,,176151,ToxVal00045_0f7c93b354e3e5db
,"4,4'-Diamino-2,2'-stilbenedisulfonic acid, disodium salt",7336-20-1,Nc1cc(S([O-])(=O)=O)c(C=Cc(ccc(N)c2)c2S([O-])(=O)=O)cc1.[Na+].[Na+],DTXSID2020397,,2080,2080_HPVIS,HPVIS,-,acute,human health,rat,oral,>,5000,mg/kg,414.369,0.0121,1.9184,,"Loeser E (1979). Bayer AG data, short report, 3. 5. 1979Data extracted from the robust summary received by CBIC January 9, 2006 and posted to the HPV Challenge Program website February 8, 2006.",https://chemview.epa.gov/chemview/,,176152,ToxVal00045_0d7ca401af3de153
,Naphtha,8030-30-6,,DTXSID5027697,,2081,2081_HPVIS,HPVIS,-,acute,not specified,-,-,>,2000,mg/kg,,#¡DIV/0!,#¡DIV/0!,,"Category Summary Report for High Benzene Naphthas Category, Olefins Panel of the American Chemistry Council, December 10, 2004.",https://chemview.epa.gov/chemview/,,176153,ToxVal00045_9a0010e51354986c
,"1,3,5-Triazine-2,4,6(1H,3H,5H)-trione, 1,3,5-tris[[3,5-bis(1,1-dimethylethyl)-4-hydroxyphenyl]methyl]-",27676-62-6,CC(C)(C)c1cc(CN(C(N(Cc(cc2C(C)(C)C)cc(C(C)(C)C)c2O)C(N2Cc(cc3C(C)(C)C)cc(C(C)(C)C)c3O)=O)=O)C2=O)cc(C(C)(C)C)c1O,DTXSID0027935,,2082,2082_HPVIS,HPVIS,-,acute,human health,rat,oral,>,5000,mg/kg,784.091,0.0064,2.1954,,"Acute Oral Toxicity in the Rat, GU Project No.: 860786, Ciba-Geigy Limited, Basle, Switzerland, September 8, 1986.Klimisch, H.J., Andreae, M and Tillman, U. A systemic approach for evaluating the quality of experimental toxicological and ecotoxicological data. Regulatory Toxicology and Pharmacology. 25:1-5, 1997.Date of documents from which data were entered into HPVIS: 9/1/2004",https://chemview.epa.gov/chemview/,,176154,ToxVal00045_1490e78742873f96
,Methyl disulfide,624-92-0,CSSC,DTXSID4025117,,2083,2083_HPVIS,HPVIS,-,acute,human health,rat,oral,=,290,mg/kg,94.2016,0.0031,2.5117,,"SNEAP, Dimethyl disulfure (DMDS) - Evaluation de la toxicite aigue chez le rat par voie orale, CIT Report 2064 TAR, June 1986.Date of posting on HPV Website: February 9, 2006. Date stamped on robust summary document by CBIC: January 13, 2006. Date on the robust summary document: December 27, 2005.",https://chemview.epa.gov/chemview/,,176155,ToxVal00045_3404827b8a5dde45
,Chloroacetic acid,79-11-8,OC(CCl)=O,DTXSID4020901,,2084,2084_HPVIS,HPVIS,-,acute,human health,rat,oral,=,277.5,mg/kg,94.4968,0.0029,2.5322,,"Posting dates of document from HPV Challenge website from which data have been entered into the HPVIS: 22nd December, 2006.Reference:Kurcatov, Vasileva (1976): Fiziol. Akt. Veshchestva 8, 55-58.",https://chemview.epa.gov/chemview/,,176156,ToxVal00045_2a9c1596566a4a64
,"2,5-Pyrrolidinedione, 1-[2-[[2-[[2-[(2-aminoethyl)amino]ethyl]amino]ethyl]amino]ethyl]-, monopolyisobutenyl derivs.",67762-72-5,,DTXSID9028336,,2085,2085_HPVIS,HPVIS,-,acute,human health,rat,oral,>,5000,mg/kg,,#¡DIV/0!,#¡DIV/0!,,"Unpublished confidential business informationPosting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS: March 29, 2007.",https://chemview.epa.gov/chemview/,,176157,ToxVal00045_50a82932990c958c
,2-Ethyl-6-methylaniline,24549-06-2,CCc(cccc1C)c1N,DTXSID7027833,,2086,2086_HPVIS,HPVIS,-,acute,human health,rat,oral,~,1180,mg/kg,135.209,0.0087,2.0591,,"Posting dates of document from HPV Challenge website from which data have been entered into the HPVIS: 4th May, 2006 (from the cover letter).Reference:ALBEMARLE S.A. BRUXELLES.",https://chemview.epa.gov/chemview/,,176158,ToxVal00045_b62750c224f0842b
,2-Ethylaniline,578-54-1,CCc(cccc1)c1N,DTXSID0042242,,2087,2087_HPVIS,HPVIS,-,acute,human health,rat,-,=,1010,mg/kg,121.182,0.0083,2.0791,,"Posting dates of document from HPV Challenge website from which data have been entered into the HPVIS: 4th May, 2006 (from the cover letter).Reference:Tulane University, for Ethyl Corporation, 1971.",https://chemview.epa.gov/chemview/,,176159,ToxVal00045_34362f1b0e15a5d9
,2-Ethylaniline,578-54-1,CCc(cccc1)c1N,DTXSID0042242,,2088,2088_HPVIS,HPVIS,-,acute,human health,rabbit,dermal,=,0.84,-,121.182,0.0000,5.1592,,"Posting dates of document from HPV Challenge website from which data have been entered into the HPVIS: 4th May, 2006 (from the cover letter).Reference:Tulane University, for Ethyl Corporation, 1971.",https://chemview.epa.gov/chemview/,,176160,ToxVal00045_34362f1b0e15a5d9
,"1,3-Benzenedicarboxylic acid",121-91-5,OC(c1cccc(C(O)=O)c1)=O,DTXSID3021485,,2089,2089_HPVIS,HPVIS,-,acute,human health,rat,oral,=,10900,mg/kg,166.132,0.0656,1.1830,,"Industrial BIO-TEST Laboratories, Inc., 1975.Posting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS: February 5, 2007.",https://chemview.epa.gov/chemview/,,176162,ToxVal00045_e002b59bcae528b9
,Diphenylamine,122-39-4,c(cc1)ccc1Nc1ccccc1,DTXSID4021975,,2090,2090_HPVIS,HPVIS,-,acute,human health,rat,-,>,5000,mg/kg,169.226,0.0295,1.5295,,"Loeser, E.: Bayer AG data, short report, November 15, 1977Loeser, E.: Bayer AG data: Diphenylamin. Untersuchungenzur akuten oralen Toxizitaet an maennlichen Wistar-Ratten,November 17, 1977Posting date of document from which data were entered into HPVIS: January 15, 2002.",https://chemview.epa.gov/chemview/,,176163,ToxVal00045_6a115e061a247363
,Dimethyl terephthalate,120-61-6,COC(c(cc1)ccc1C(OC)=O)=O,DTXSID0020498,,2091,2091_HPVIS,HPVIS,-,acute,human health,rat,oral,=,3200,mg/kg,194.185,0.0165,1.7831,,"Source: Huels AG MarlFishbein, L. and Albaro, P.W. (1972); J. Chromatogr. 70, 365-412. cited in NIOSH, Information Profiles on Potential Occupational Hazards, Vol. 1, Single Chemicals, Final Report, Contract No. 210-78-0019, National Technical Information Services, U.S. Department of Commerce, Rockville, Maryland, 84-97 (1979)Posting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS: February 5, 2007.",https://chemview.epa.gov/chemview/,,176164,ToxVal00045_c6c989531e713c46
,Terpinolene,586-62-9,CC(C)=C1CC=C(C)CC1,DTXSID0027222,,2092,2092_HPVIS,HPVIS,-,acute,human health,rat,oral,=,4.39,-,136.237,0.0000,4.4918,,"Levenstein I. (1975) Oral LD 50 of terpinolene in rats. Unpublished report to RIFM.Posting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS: November 13, 2006.",https://chemview.epa.gov/chemview/,,176166,ToxVal00045_5e0d2c10477e4de6
,Terephthalic acid,100-21-0,OC(c(cc1)ccc1C(O)=O)=O,DTXSID6026080,,2093,2093_HPVIS,HPVIS,-,acute,human health,rat,oral,>,5000,mg/kg,166.132,0.0301,1.5215,,"Amoco Corporation (1990) Acute Oral Toxicity Study of Terephthalic Acid in Rats. Conducted by IIT Research Institute. IITRI Study #1557Posting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS: February 5, 2007.",https://chemview.epa.gov/chemview/,,176168,ToxVal00045_6e944be7d3436b98
,Carbofuran,1563-66-2,CC(C)(Cc1ccc2)Oc1c2OC(NC)=O,DTXSID9020249,,2094,2094_HPVIS,HPVIS,-,acute,human health,rat,oral,=,13.3,mg/kg,221.255,0.0001,4.2210,,"Norvell M J (1983b); Acute Oral Toxicity of FMC 10242 Technical in Rats; PMC Toxicology Laboratory, Somerville, New Jersey, USA, Unpublished Report No: A83- 1102; 11 April 1983.Posting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS: March 15, 2006.",https://chemview.epa.gov/chemview/,,176171,ToxVal00045_33c449a88931f971
,Dichloroacetic acid,79-43-6,OC(C(Cl)Cl)=O,DTXSID2020428,,2095,2095_HPVIS,HPVIS,-,acute,human health,"other,rats and mice",oral,=,5520,mg/kg,128.942,0.0428,1.3685,,"Woodard, G. et al. (1941). J. Ind. Hyg. Toxicol., 23:78-81.Additional References for Acute Oral Toxicity:Data from these additional sources support the study results summarized above. These studies were not chosen for detailed summarization because the data were not substantially additive to the database.Traina, V. et al (1977). Ciba-Geigy Pharmaceuticals Unpublished Report No. 7-77, ""CGS 7937A (Sodium dichloroacetate): Acute and subacute toxicity studies in mice, rats, and dogs"" (cited in Katz, R. et al. (1981). Toxicol. Appl. Pharmacol., 57:273-287).Yount, E. A. et al. (1982). J. Pharmacol. Exp. Ther., 222(2):501-508.Evans, O. B. and P. W. Stacpoole (1982). Biochem. Pharmacol., 31:1295-1300 (cited in EPA (2003). EPA 635/R-03/007, ""Toxicological Review of Dichloroacetic Acid in support of IRIS"" (August)).",https://chemview.epa.gov/chemview/,,176173,ToxVal00045_530afa580e27994e
,Terephthalic acid,100-21-0,OC(c(cc1)ccc1C(O)=O)=O,DTXSID6026080,,2096,2096_HPVIS,HPVIS,-,acute,human health,mouse,oral,=,1470,mg/kg,166.132,0.0088,2.0531,,"Caujolle et al. (1991). Comptes Rendus 160 1079-1100 1966Cited in BASF, Hoechst, VCI Existing Substances Data for the review of effects on man and environment. Vol 1.(CTL I2884X)Posting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS: February 5, 2007.",https://chemview.epa.gov/chemview/,,176174,ToxVal00045_6e944be7d3436b98
,p-Toluenesulphonyl isocyanate,4083-64-1,Cc(cc1)ccc1S(N=C=O)(=O)=O,DTXSID1027558,,2097,2097_HPVIS,HPVIS,-,acute,not specified,-,-,=,2600,mg/kg,197.214,0.0132,1.8800,,"VanDeMark Inc., Material Data Safety Sheet, p-Toluenesufonyl Isocyanate. Doc: SE-0029-00 Rev. C 05/09/02.",https://chemview.epa.gov/chemview/,,176177,ToxVal00045_f6c29268a3905aa4
,Myrcene,123-35-3,CC(C)=CCCC(C=C)=C,DTXSID6025692,,2098,2098_HPVIS,HPVIS,-,acute,human health,rat,oral,>,5000,mg/kg,136.237,0.0367,1.4353,,"Moreno O. (1972d) Acute oral toxicity of myrcene in rats. Unpublished report.Posting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS: November 13, 2006.",https://chemview.epa.gov/chemview/,,176178,ToxVal00045_29653a56462fcaaa
,"2,6-Diethylaniline",579-66-8,CCc1cccc(CC)c1N,DTXSID6027218,,2099,2099_HPVIS,HPVIS,-,acute,human health,rabbit,dermal,=,1.085,-,149.236,0.0000,5.1384,,"Posting dates of document from HPV Challenge website from which data have been entered into the HPVIS: 4th May, 2006.Reference:Witherup, S., for Ethyl Corporation, 1974.",https://chemview.epa.gov/chemview/,,176180,ToxVal00045_4d2ae5b28d5e8aae
,"Benzoic acid, 2-hydroxy-, mono-C14-18-alkyl derivs., calcium salts (2:1)",114959-46-5,,DTXSID7029081,,2100,2100_HPVIS,HPVIS,-,acute,human health,rat,oral,>,5000,mg/kg,,#¡DIV/0!,#¡DIV/0!,,References: Unpublished confidential business information.,https://chemview.epa.gov/chemview/,,176181,ToxVal00045_8adf330e1ba287d7
,Dimethyl terephthalate,120-61-6,COC(c(cc1)ccc1C(OC)=O)=O,DTXSID0020498,,2101,2101_HPVIS,HPVIS,-,acute,human health,rat,oral,>,6590,mg/kg,194.185,0.0339,1.4693,,"Krasavage et al., 1973.(as cited in the OECD SIDS document for Dimethyl terephthalate)Posting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS: February 5, 2007.",https://chemview.epa.gov/chemview/,,176182,ToxVal00045_c6c989531e713c46
,"Phenol, heptyl derivs.",72624-02-3,CCCCCCCc(cc1)ccc1O,DTXSID2029036,,2102,2102_HPVIS,HPVIS,-,acute,human health,rat,oral,<,2,-,192.301,0.0000,4.9830,,"Unpublished confidential business informationPosting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS: January, 30, 2007.",https://chemview.epa.gov/chemview/,,176183,ToxVal00045_51507af8ae78111a
,Carbofuran,1563-66-2,CC(C)(Cc1ccc2)Oc1c2OC(NC)=O,DTXSID9020249,,2103,2103_HPVIS,HPVIS,-,acute,human health,rat,oral,=,13.2,mg/kg,221.255,0.0001,4.2243,,"Norvell M J (1983a); Acute Oral Toxicity of FMC 10242 Technical in Rats; FMC Toxicology Laboratory, Somerville, New Jersey, USA; Unpublished Report No: A83 1101; 3 November 1983.Posting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS: March 15, 2006.",https://chemview.epa.gov/chemview/,,176184,ToxVal00045_33c449a88931f971
,Dimethyl terephthalate,120-61-6,COC(c(cc1)ccc1C(OC)=O)=O,DTXSID0020498,,2104,2104_HPVIS,HPVIS,-,acute,human health,rat,injection,=,3650,mg/kg,194.185,0.0188,1.7259,,"Source: Huels AG MarlMassmann, W., Gewerbehygienisch-toxikologisches Gutachten ueber p-Toluylsaeuremethylester, Dimethylterephthalat un Terephthylsaeure, Institut fuer Arbeitsmedizin der Universitaet Tuebingen, 26.02.1966,cited in:BG Chemie, Toxicologische Bewertung Nr. 50, Terephthalsaeuredimethlester (02/89), Berufsgenossenschaft der chemischen industrie, Heidelberg (1989).Posting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS: February 5, 2007.",https://chemview.epa.gov/chemview/,,176186,ToxVal00045_c6c989531e713c46
,"1,3-Benzenedicarboxylic acid",121-91-5,OC(c1cccc(C(O)=O)c1)=O,DTXSID3021485,,2105,2105_HPVIS,HPVIS,-,acute,human health,rat,injection,=,13000,mg/kg,166.132,0.0783,1.1065,,"Calandra, 1975Posting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS: February 5, 2007.",https://chemview.epa.gov/chemview/,,176187,ToxVal00045_e002b59bcae528b9
,Terephthalic acid,100-21-0,OC(c(cc1)ccc1C(O)=O)=O,DTXSID6026080,,2106,2106_HPVIS,HPVIS,-,acute,human health,mouse,intravenous,=,770,mg/kg,166.132,0.0046,2.3340,,"Caujolle et al. (1991) Comptes Rendus 160, 1079-1100 1966Posting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS: February 5, 2007.",https://chemview.epa.gov/chemview/,,176188,ToxVal00045_6e944be7d3436b98
,Diphenylamine,122-39-4,c(cc1)ccc1Nc1ccccc1,DTXSID4021975,,2107,2107_HPVIS,HPVIS,-,acute,human health,rat,-,=,2960,mg/kg,169.226,0.0175,1.7572,,"Spanjers, M. Th. and Til, H.P.: Determination of the acuteoral toxicity of diphenylamine in rats. Unpublished Reportfrom CIVO-TNO, submitted by Pennwalt Co., The Netherlands,to WHO (1982): cited in FAO Plant Production and ProtectionPaper 67, Pesticide Residues in Food 1984, The Monographs,Rome 1985, pp. 641-643Posting date of document from which data were entered into HPVIS: January 15, 2002.",https://chemview.epa.gov/chemview/,,176189,ToxVal00045_6a115e061a247363
,Dichloroacetic acid,79-43-6,OC(C(Cl)Cl)=O,DTXSID2020428,,2108,2108_HPVIS,HPVIS,-,acute,human health,"other,mice and rats",oral,=,4480,mg/kg,128.942,0.0347,1.4591,,"Woodard, G. et al. (1941). J. Ind. Hyg. Toxicol., 23:78-81. Data from these additional sources support the study results summarized above. These studies were not chosen for detailed summarization because the data were not substantially additive to the database:Fox, A. W. et al. (1996). Fundam. Appl. Toxicol., 32:87-95. Traina, V. et al (1977). Ciba-Geigy Pharmaceuticals Unpublished Report No. 7-77, ""CGS Yount, E. A. et al. (1982). J. Pharmacol. Exp. Ther., 222(2):501-508. Posting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS: Jan. 31, 2007.",https://chemview.epa.gov/chemview/,,176190,ToxVal00045_530afa580e27994e
